(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -3)
(2, -1)
(3, 1)
(10, -1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 27)
(1, -2)
(0, -1)
(5, 1)
(0, 0)
(17, 26)
(0, 1)
(0, -1)
(1, -1)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 31)
(0, -1)
(0, -3)
(0, -2)
(0, -2)
(0, -1)
(1, 2)
(0, -2)
(0, -1)
(1, 2)
(0, 1)
(5, -1)
(5, -1)
(0, 0)
(17, 34)
(0, 13)
(0, -1)
(0, -1)
(1, 1)
(0, -4)
(0, 1)
(0, -1)
(0, -1)
(0, -1)
(0, -1)
(0, 1)
(0, 1)
(0, -2)
(2, 1)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 33)
(0, -1)
(0, -4)
(0, -2)
(1, 1)
(0, -2)
(0, -1)
(0, -1)
(1, -1)
(3, -2)
(1, 1)
(0, 1)
(2, 1)
(1, 1)
(4, -1)
(0, 0)
(17, 33)
(0, 5)
(0, -6)
(0, -2)
(0, -1)
(0, 1)
(0, 1)
(0, 1)
(1, 2)
(0, -1)
(0, -2)
(3, 1)
(1, -1)
(0, -1)
(0, 0)
(17, 25)
(0, 0)
(17, 29)
(0, -4)
(0, -2)
(0, -2)
(0, 1)
(0, -3)
(0, 1)
(0, 1)
(0, 1)
(1, -1)
(1, 1)
(1, 1)
(1, -1)
(0, -1)
(1, 1)
(0, 1)
(1, -1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 34)
(0, -2)
(0, -6)
(0, -1)
(0, -1)
(1, 1)
(0, -2)
(1, 1)
(1, 1)
(0, 1)
(0, -1)
(0, 1)
(3, 1)
(0, 1)
(0, -1)
(6, -1)
(0, 0)
(17, 29)
(0, 7)
(0, -3)
(0, -2)
(0, -3)
(0, 4)
(1, -1)
(0, -2)
(1, 1)
(1, -1)
(1, -1)
(4, 1)
(0, 0)
(17, 26)
(0, -1)
(3, 1)
(0, -1)
(1, 1)
(0, 0)
(17, 32)
(0, 2)
(0, -5)
(0, -2)
(0, 1)
(2, 1)
(0, -2)
(2, -1)
(0, -2)
(0, -1)
(0, -1)
(1, 1)
(1, 1)
(1, 1)
(3, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 33)
(0, 1)
(0, -7)
(0, -1)
(0, 1)
(0, -2)
(0, -1)
(0, 1)
(1, 3)
(0, -1)
(0, -1)
(0, -1)
(0, -1)
(3, 1)
(0, 1)
(5, 1)
(2, 1)
(0, 0)
(17, 31)
(1, -6)
(0, -2)
(0, -2)
(0, 2)
(0, -1)
(0, -1)
(0, 1)
(0, 2)
(0, 1)
(0, 1)
(1, 1)
(0, -1)
(1, 1)
(2, -1)
(0, -1)
(0, 0)
(17, 30)
(1, -5)
(0, -1)
(0, 1)
(0, -2)
(0, -1)
(0, 1)
(0, 1)
(0, 2)
(1, -1)
(0, -1)
(0, 1)
(1, -1)
(0, -1)
(2, -1)
(0, -1)
(0, 0)
(17, 30)
(0, 3)
(0, -6)
(0, -1)
(0, -2)
(0, -2)
(0, 1)
(0, 1)
(1, 2)
(1, 1)
(0, 1)
(0, -1)
(0, -1)
(0, -1)
(0, 1)
(1, -1)
(1, -1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 31)
(0, -4)
(0, -4)
(0, -2)
(0, 3)
(0, -2)
(0, -1)
(0, 1)
(1, 1)
(1, -1)
(1, -1)
(0, 1)
(2, 2)
(7, -1)
(0, 0)
(17, 33)
(0, 2)
(0, -7)
(0, -1)
(2, -1)
(0, 1)
(0, 1)
(0, 3)
(0, -1)
(0, -2)
(0, -1)
(7, -1)
(6, -1)
(0, 0)
(17, 31)
(0, 1)
(0, -7)
(0, 1)
(0, -1)
(0, -2)
(0, 1)
(0, 2)
(1, 2)
(2, -1)
(0, -1)
(2, 1)
(3, -1)
(9, -1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 30)
(0, -4)
(0, -3)
(0, -2)
(0, 1)
(0, -3)
(1, 2)
(0, 1)
(0, -1)
(1, 1)
(2, 1)
(1, -1)
(3, 1)
(1, -1)
(0, -1)
(0, -1)
(0, 0)
(17, 31)
(0, 2)
(0, -6)
(1, -1)
(1, 1)
(2, 1)
(1, -1)
(0, 1)
(1, -1)
(0, 1)
(0, 1)
(0, -1)
(0, -1)
(3, 1)
(3, -1)
(6, 1)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 31)
(0, -7)
(0, -4)
(0, -2)
(0, 3)
(0, -2)
(0, 1)
(0, 1)
(0, 2)
(0, -1)
(4, 1)
(5, 1)
(1, -1)
(0, 0)
(17, 32)
(0, -1)
(0, -8)
(1, 1)
(0, 2)
(2, -1)
(0, 2)
(0, 1)
(0, -1)
(0, -1)
(0, 1)
(6, -1)
(6, 1)
(0, 0)
(17, 28)
(0, 4)
(0, -4)
(0, -1)
(0, -3)
(0, -1)
(0, -1)
(0, 1)
(0, -1)
(0, 2)
(1, 1)
(0, -1)
(0, 1)
(1, 1)
(4, -1)
(1, -1)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 33)
(1, -6)
(0, -3)
(0, 2)
(0, -5)
(0, -2)
(0, 2)
(0, -1)
(2, -2)
(2, -1)
(1, 1)
(0, 1)
(0, 1)
(1, 1)
(0, 0)
(17, 32)
(1, -7)
(0, -2)
(5, 4)
(4, -1)
(0, 1)
(0, 1)
(2, -1)
(0, -1)
(1, 1)
(3, -1)
(0, 0)
(17, 32)
(0, 1)
(0, -8)
(1, -2)
(0, 1)
(0, 1)
(1, -1)
(0, 2)
(1, 1)
(1, -1)
(1, 1)
(0, -1)
(2, 1)
(0, -1)
(6, -1)
(0, 0)
(17, 30)
(1, -6)
(0, -1)
(1, 1)
(2, -1)
(0, 2)
(0, 1)
(0, 1)
(1, -1)
(3, 1)
(2, -1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 31)
(0, 7)
(0, -4)
(0, -1)
(0, -4)
(0, -3)
(0, -2)
(0, -1)
(3, 1)
(0, 1)
(1, 1)
(0, 1)
(2, 1)
(5, 1)
(0, 0)
(17, 25)
(0, 0)
(17, 32)
(0, -1)
(0, -6)
(0, -1)
(0, 1)
(1, -1)
(2, 1)
(0, -1)
(2, 1)
(0, -3)
(1, 1)
(1, -1)
(1, 1)
(2, 1)
(1, 1)
(0, 0)
(17, 33)
(1, -7)
(0, -2)
(0, -2)
(1, 2)
(0, -1)
(0, 1)
(0, 2)
(0, -1)
(0, 1)
(0, 1)
(1, -1)
(9, -1)
(3, -1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 28)
(0, 3)
(0, -3)
(0, -1)
(0, -2)
(0, -1)
(1, 1)
(0, -1)
(0, 1)
(1, 1)
(2, 1)
(1, -1)
(2, 1)
(0, -1)
(1, -1)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 64)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, -1)
(0, -1)
(1, 1)
(0, 1)
(1, -1)
(0, 0)
(17, 31)
(0, 4)
(0, -5)
(0, -1)
(0, -2)
(0, 1)
(0, -1)
(0, -2)
(0, -1)
(0, 2)
(0, -2)
(0, -1)
(1, -1)
(4, 1)
(0, 1)
(0, 1)
(3, 1)
(0, 0)
(17, 25)
(0, 1)
(3, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 27)
(0, -2)
(0, -2)
(1, 1)
(2, 1)
(1, 2)
(0, -2)
(7, -1)
(0, 1)
(0, 1)
(0, 0)
(17, 29)
(0, 5)
(0, -3)
(0, -1)
(0, -3)
(0, 1)
(0, -1)
(1, -1)
(0, 1)
(3, 1)
(2, 1)
(1, -1)
(5, -1)
(0, 0)
(17, 28)
(0, -1)
(3, -2)
(0, -1)
(0, 0)
(17, 34)
(0, -5)
(0, -4)
(0, -2)
(0, 2)
(0, -4)
(0, 1)
(0, 1)
(0, 1)
(0, -1)
(2, 1)
(1, 1)
(5, 1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 33)
(0, 1)
(0, -6)
(1, -2)
(3, 1)
(0, 3)
(0, -1)
(2, -1)
(3, 1)
(6, -1)
(0, 0)
(17, 33)
(0, -1)
(0, -7)
(1, 1)
(1, -1)
(1, -1)
(0, 2)
(0, -1)
(4, -1)
(0, 1)
(8, -1)
(0, 0)
(17, 34)
(0, -1)
(0, -6)
(0, -1)
(0, 1)
(0, -1)
(0, 1)
(1, -1)
(0, 2)
(1, 1)
(0, 1)
(4, -1)
(0, 0)
(17, 33)
(0, 2)
(0, -5)
(0, -1)
(0, -2)
(0, -3)
(0, 1)
(0, 2)
(0, -1)
(0, 3)
(0, -1)
(0, 1)
(0, -1)
(0, -1)
(5, -1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 28)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 28)
(0, 0)
(17, 29)
(0, -1)
(4, 1)
(7, -1)
(0, 0)
(17, 33)
(0, -4)
(0, -1)
(0, 1)
(1, -5)
(0, 3)
(0, 1)
(0, -2)
(0, -2)
(0, -1)
(0, 1)
(0, 2)
(0, -1)
(0, 1)
(0, -1)
(4, -1)
(1, 1)
(2, -1)
(0, 0)
(17, 45)
(0, -9)
(0, -8)
(0, 4)
(0, 3)
(0, -9)
(0, 2)
(1, 2)
(1, -3)
(1, -1)
(0, 3)
(2, 1)
(0, -1)
(0, -2)
(1, -1)
(0, -1)
(0, -1)
(0, 1)
(0, 1)
(7, -1)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 29)
(0, 1)
(0, -1)
(1, -1)
(0, 2)
(0, 1)
(0, -1)
(0, 1)
(4, -1)
(0, 0)
(17, 32)
(1, -4)
(0, -2)
(1, -4)
(1, 3)
(1, 3)
(0, -1)
(7, -1)
(4, 1)
(1, 1)
(0, 0)
(17, 27)
(0, 2)
(3, -2)
(8, 1)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 25)
(0, 0)
(17, 63)
(0, 0)
(17, 64)
(0, 0)
(17, 25)
(0, 0)
